VB:"hoover" VBZ:"hoovers" VBG:"hoovering" VBD:"hoovered" VBN:"hoovered"
NN:"apotheosis" NNS:"apotheoses"
NN:"appanage" NNS:"-"
NN:"apparatus" NNS:"apparatuses"
NN:"apparel" NNS:"-"
NN:"apparition" NNS:"apparitions"
NN:"appeal" NNS:"appeals"
NN:"appearance" NNS:"appearances"
NN:"appeasement" NNS:"-"
NN:"appellant" NNS:"appellants"
NN:"appellation" NNS:"appellations"
NN:"appendage" NNS:"appendages"
NN:"appendectomy" NNS:"appendectomies"
NN:"appendicitis" NNS:"-"
NN:"appendix" NNS:"appendixes"
NN:"appetite" NNS:"appetites"
NN:"appetizer" NNS:"appetizers"
NN:"applause" NNS:"-"
NN:"apple" NNS:"apples"
NN:"applejack" NNS:"-"
NN:"appliance" NNS:"appliances"
NN:"applicability" NNS:"-"
NN:"applicant" NNS:"applicants"
NN:"application" NNS:"applications"
NN:"appliqu_e" NNS:"-"
NN:"appointee" NNS:"appointees"
NN:"appointment" NNS:"appointments"
NN:"apportionment" NNS:"-"
NN:"apposition" NNS:"-"
NN:"appraisal" NNS:"appraisals"
NN:"appreciation" NNS:"appreciations"
NN:"apprehension" NNS:"apprehensions"
NN:"apprentice" NNS:"apprentices"
NN:"apprenticeship" NNS:"apprenticeships"
NN:"appro" NNS:"-"
NN:"approach" NNS:"approaches"
NN:"approbation" NNS:"-"
NN:"appropriation" NNS:"appropriations"
NN:"approval" NNS:"-"
NP:"approx" NPS:"-"
NN:"approximation" NNS:"approximations"
NN:"appurtenance" NNS:"appurtenances"
NN:"apricot" NNS:"apricots"
NN:"apron" NNS:"aprons"
NN:"apse" NNS:"apses"
NN:"aptitude" NNS:"aptitudes"
NN:"aptness" NNS:"-"
NN:"aqualung" NNS:"aqualungs"
NN:"aquamarine" NNS:"aquamarines"
NN:"aquanaut" NNS:"aquanauts"
NN:"aquaplane" NNS:"aquaplanes"
NN:"aquarium" NNS:"aquariums"
NN:"aquatint" NNS:"aquatints"
NN:"aquavit" NNS:"-"
NN:"aqueduct" NNS:"aqueducts"
NN:"ar^ete" NNS:"ar^etes"
NN:"arabesque" NNS:"arabesques"
NN:"arachnid" NNS:"arachnids"
NN:"arbiter" NNS:"arbiters"
NN:"arbitrament" NNS:"arbitraments"
NN:"arbitration" NNS:"arbitrations"
NN:"arbitrator" NNS:"arbitrators"
NN:"arbour" NNS:"arbours"
NN:"arc" NNS:"arcs"
NN:"arc-lamp" NNS:"arc-lamps"
NN:"arc-light" NNS:"arc-lights"
NN:"arcade" NNS:"arcades"
NN:"arch" NNS:"arches"
NN:"archaeologist" NNS:"archaeologists"
NN:"archaeology" NNS:"-"
NN:"archaism" NNS:"archaisms"
NN:"archangel" NNS:"archangels"
NN:"archbishop" NNS:"archbishops"
NN:"archbishopric" NNS:"archbishoprics"
NN:"archdeacon" NNS:"archdeacons"
NN:"archdeaconry" NNS:"archdeaconries"
NN:"archdiocese" NNS:"archdioceses"
NN:"archduke" NNS:"archdukes"
NN:"archeology" NNS:"-"
NN:"archer" NNS:"archers"
NN:"archery" NNS:"-"
NN:"archetype" NNS:"archetypes"
NN:"archimandrite" NNS:"archimandrites"
NN:"archipelago" NNS:"archipelagos"
NN:"architect" NNS:"architects"
NN:"architecture" NNS:"-"
NN:"archivist" NNS:"archivists"
NN:"archway" NNS:"archways"
NN:"ardour" NNS:"ardours"
NN:"are" NNS:"ares"
NN:"area" NNS:"areas"
NN:"areca" NNS:"arecas"
NN:"arena" NNS:"arenas"
NN:"argent" NNS:"argents"
NN:"argon" NNS:"-"
NN:"argosy" NNS:"argosies"
NN:"argot" NNS:"-"
NN:"argument" NNS:"arguments"
NN:"argumentation" NNS:"-"
NN:"aria" NNS:"arias"
NN:"aridity" NNS:"-"
NN:"aristocracy" NNS:"aristocracies"
NN:"aristocrat" NNS:"aristocrats"
NN:"arithmetic" NNS:"-"
NN:"arithmetician" NNS:"arithmeticians"
NN:"ark" NNS:"arks"
NN:"arm" NNS:"arms"
NN:"arm-hole" NNS:"arm-holes"
NN:"armada" NNS:"armadas"
NN:"armadillo" NNS:"armadillos"
NN:"armament" NNS:"armaments"
NN:"armature" NNS:"armatures"
NN:"armband" NNS:"armbands"
NN:"armchair" NNS:"armchairs"
NN:"armful" NNS:"armfuls"
NN:"armistice" NNS:"armistices"
NN:"armlet" NNS:"armlets"
NN:"armoire" NNS:"armoires"
NN:"armour" NNS:"-"
NN:"armour-plate" NNS:"armour-plates"
NN:"armourer" NNS:"armourers"
NN:"armoury" NNS:"armouries"
NN:"armpit" NNS:"armpits"
NN:"arms-race" NNS:"-"
NN:"arms-runner" NNS:"arms-runners"
NN:"army" NNS:"armies"
NN:"arnica" NNS:"-"
NN:"aroma" NNS:"aromas"
NN:"arpeggio" NNS:"arpeggios"
NN:"arquebus" NNS:"arquebuses"
NP:"arr" NPS:"-"
NN:"arrack" NNS:"-"
NN:"arraignment" NNS:"arraignments"
NN:"arrangement" NNS:"arrangements"
NN:"arras" NNS:"arrases"
NN:"array" NNS:"arrays"
NN:"arrest" NNS:"arrests"
NN:"arrester" NNS:"arresters"
NN:"arri`ere pens_ee" NNS:"arri`ere pens_ees"
NN:"arrival" NNS:"arrivals"
NN:"arrogance" NNS:"-"
NN:"arrow" NNS:"arrows"
NN:"arrowhead" NNS:"arrowheads"
NN:"arrowroot" NNS:"-"
NN:"arse" NNS:"arses"
NN:"arsehole" NNS:"arseholes"
NN:"arsenal" NNS:"arsenals"
NN:"arsenic" NNS:"-"
NN:"arson" NNS:"-"
NN:"art" NNS:"arts"
NN:"artefact" NNS:"artefacts"
NN:"arteriosclerosis" NNS:"-"
NN:"artery" NNS:"arteries"
NN:"artfulness" NNS:"-"
NN:"arthritis" NNS:"-"
NN:"artichoke" NNS:"artichokes"
NN:"article" NNS:"articles"
NN:"articulation" NNS:"-"
NN:"artifact" NNS:"artifacts"
NN:"artifice" NNS:"artifices"
NN:"artificer" NNS:"artificers"
NN:"artillery" NNS:"-"
NN:"artisan" NNS:"artisans"
NN:"artist" NNS:"artists"
NN:"artiste" NNS:"artistes"
NN:"artistry" NNS:"-"
NN:"artlessness" NNS:"-"
NN:"arum" NNS:"arums"
NP:"asap" NPS:"-"
NN:"asbestos" NNS:"-"
NN:"ascendancy" NNS:"-"
NN:"ascendant" NNS:"ascendants"
NN:"ascendency" NNS:"-"
NN:"ascendent" NNS:"ascendents"
NN:"ascension" NNS:"ascensions"
NN:"ascent" NNS:"ascents"
NN:"ascetic" NNS:"ascetics"
NN:"asceticism" NNS:"-"
NN:"ascription" NNS:"ascriptions"
NN:"asdic" NNS:"asdics"
NN:"asepsis" NNS:"-"
NN:"asexuality" NNS:"-"
NN:"ash" NNS:"ashes"
NN:"ash-bin" NNS:"ash-bins"
NN:"ash-can" NNS:"ash-cans"
NN:"ash-key" NNS:"ash-keys"
NN:"ash-pan" NNS:"ash-pans"
NN:"ashtray" NNS:"ashtrays"
NN:"aside" NNS:"asides"
NN:"asking" NNS:"-"
NN:"asp" NNS:"asps"
NN:"asparagus" NNS:"-"
NN:"aspect" NNS:"aspects"
NN:"aspen" NNS:"aspens"
NN:"asperity" NNS:"asperities"
NN:"aspersion" NNS:"aspersions"
NN:"asphalt" NNS:"-"
NN:"asphodel" NNS:"asphodels"
NN:"asphyxia" NNS:"-"
NN:"asphyxiation" NNS:"-"
NN:"aspic" NNS:"-"
NN:"aspidistra" NNS:"aspidistras"
NN:"aspirant" NNS:"aspirants"
NN:"aspirate" NNS:"aspirates"
NN:"aspiration" NNS:"aspirations"
NN:"aspirin" NNS:"aspirins"
NN:"ass" NNS:"asses"
NN:"assagai" NNS:"assagais"
NN:"assailant" NNS:"assailants"
NN:"assassin" NNS:"assassins"
NN:"assassination" NNS:"assassinations"
NN:"assault" NNS:"assaults"
NN:"assay" NNS:"assays"
NN:"assegai" NNS:"assegais"
NN:"assemblage" NNS:"assemblages"
NN:"assembly" NNS:"assemblies"
NN:"assent" NNS:"assents"
NN:"assertion" NNS:"assertions"
NN:"assessment" NNS:"assessments"
NN:"assessor" NNS:"assessors"
NN:"asset" NNS:"assets"
NN:"asseveration" NNS:"asseverations"
NN:"asshole" NNS:"assholes"
NN:"assiduity" NNS:"assiduities"
NN:"assignation" NNS:"assignations"
NN:"assignment" NNS:"assignments"
NN:"assimilation" NNS:"-"
NN:"assistance" NNS:"-"
NN:"assistant" NNS:"assistants"
NN:"assize" NNS:"-"
NN:"assoc" NNS:"-"
NN:"associate" NNS:"associates"
NN:"association" NNS:"associations"
NN:"assonance" NNS:"assonances"
NN:"assortment" NNS:"assortments"
NN:"asst" NNS:"-"
NN:"assumption" NNS:"assumptions"
NN:"assurance" NNS:"assurances"
NN:"assuredness" NNS:"-"
NN:"aster" NNS:"asters"
NN:"asterisk" NNS:"asterisks"
NN:"asteroid" NNS:"asteroids"
NN:"asthma" NNS:"-"
NN:"astigmatism" NNS:"-"
NN:"astonishment" NNS:"-"
NN:"astrakhan" NNS:"-"
NN:"astringency" NNS:"-"
NN:"astringent" NNS:"astringents"
NN:"astrodome" NNS:"astrodomes"
NN:"astrolabe" NNS:"astrolabes"
NN:"astrologer" NNS:"astrologers"
NN:"astrology" NNS:"-"
NN:"astronaut" NNS:"astronauts"
NN:"astronautics" NNS:"astronautics"
NN:"astronomer" NNS:"astronomers"
NN:"astronomy" NNS:"-"
NN:"astrophysics" NNS:"astrophysics"
NN:"astuteness" NNS:"-"
NN:"asylum" NNS:"asylums"
NN:"asymmetry" NNS:"-"
NN:"asymptote" NNS:"asymptotes"
NN:"at-home" NNS:"at-homes"
NN:"atabrine" NNS:"-"
NN:"atavism" NNS:"atavisms"
NN:"atelier" NNS:"ateliers"
NN:"atheism" NNS:"-"
NN:"atheist" NNS:"atheists"
NN:"athlete" NNS:"athletes"
NN:"athletics" NNS:"athletics"
NN:"atlas" NNS:"atlases"
NN:"atmosphere" NNS:"atmospheres"
NN:"atmospherics" NNS:"atmospherics"
NN:"atoll" NNS:"atolls"
NN:"atom" NNS:"atoms"
NN:"atomizer" NNS:"atomizers"
NN:"atonality" NNS:"-"
NN:"atonement" NNS:"-"
NN:"atrocity" NNS:"atrocities"
NN:"atrophy" NNS:"-"
NN:"attach_e" NNS:"attach_es"
NN:"attachment" NNS:"attachments"
NN:"attack" NNS:"attacks"
NN:"attacker" NNS:"attackers"
NN:"attainder" NNS:"attainders"
NN:"attainment" NNS:"attainments"
NN:"attar" NNS:"-"
NN:"attempt" NNS:"attempts"
NN:"attendance" NNS:"attendances"
NN:"attendant" NNS:"attendants"
NN:"attention" NNS:"attentions"
NN:"attentiveness" NNS:"-"
NN:"attenuation" NNS:"-"
NN:"attic" NNS:"attics"
NN:"attire" NNS:"-"
NN:"attitude" NNS:"attitudes"
NN:"attorney" NNS:"attorneys"
NN:"attraction" NNS:"attractions"
NN:"attribute" NNS:"attributes"
NN:"attribution" NNS:"attributions"
NN:"attrition" NNS:"-"
NN:"au pair" NNS:"au pairs"
NN:"aubergine" NNS:"aubergines"
NN:"aubrietia" NNS:"aubrietias"
NN:"auction" NNS:"auctions"
NN:"auctioneer" NNS:"auctioneers"
NN:"audacity" NNS:"-"
NN:"audibility" NNS:"-"
NN:"audience" NNS:"audiences"
NN:"audit" NNS:"audits"
NN:"audition" NNS:"auditions"
NN:"auditor" NNS:"auditors"
NN:"auditorium" NNS:"auditoriums"
NN:"auger" NNS:"augers"
NN:"aught" NNS:"-"
NN:"augmentation" NNS:"augmentations"
NN:"augur" NNS:"augurs"
NN:"augury" NNS:"auguries"
NN:"auk" NNS:"auks"
NN:"auld lang syne" NNS:"-"
NN:"aunt" NNS:"aunts"
NN:"auntie" NNS:"aunties"
NN:"aunty" NNS:"aunties"
NN:"aura" NNS:"auras"
NN:"aureole" NNS:"aureoles"
NN:"auricle" NNS:"auricles"
NN:"aurora" NNS:"auroras"
NN:"austerity" NNS:"austerities"
NN:"autarchy" NNS:"autarchies"
NN:"autarky" NNS:"-"
NN:"authentication" NNS:"-"
NN:"authenticity" NNS:"-"
NN:"author" NNS:"authors"
NN:"authoress" NNS:"authoresses"
NN:"authoritarian" NNS:"authoritarians"
NN:"authoritarianism" NNS:"-"
NN:"authority" NNS:"authorities"
NN:"authorization" NNS:"-"
NN:"authorship" NNS:"-"
NN:"autism" NNS:"-"
NN:"auto" NNS:"autos"
NN:"auto-changer" NNS:"auto-changers"
NN:"auto-da-f_e" NNS:"-"
NN:"autobahn" NNS:"autobahns"
NN:"autobiography" NNS:"autobiographies"
NN:"autocracy" NNS:"autocracies"
NN:"autocrat" NNS:"autocrats"
NN:"autogiro" NNS:"autogiros"
NN:"autograph" NNS:"autographs"
NN:"autogyro" NNS:"autogyros"
NN:"automat" NNS:"automats"
NN:"automatic" NNS:"automatics"
NN:"automation" NNS:"-"
NN:"automaton" NNS:"automatons"
NN:"automobile" NNS:"automobiles"
NN:"autonomy" NNS:"autonomies"
NN:"autopsy" NNS:"autopsies"
NN:"autostrada" NNS:"autostradas"
NN:"autumn" NNS:"autumns"
NN:"auxiliary" NNS:"auxiliaries"
NN:"avail" NNS:"-"
NN:"availability" NNS:"-"
NN:"avalanche" NNS:"avalanches"
NN:"avant-garde" NNS:"-"
NN:"avarice" NNS:"-"
NN:"avatar" NNS:"avatars"
NN:"avenger" NNS:"avengers"
NN:"avenue" NNS:"avenues"
NN:"average" NNS:"averages"
NN:"aversion" NNS:"aversions"
NN:"aviary" NNS:"aviaries"
NN:"aviation" NNS:"-"
NN:"aviator" NNS:"aviators"
NN:"avidity" NNS:"-"
NN:"avocado" NNS:"avocados"
NN:"avocation" NNS:"avocations"
NN:"avoidance" NNS:"-"
NN:"avoirdupois" NNS:"-"
NN:"avowal" NNS:"avowals"
NN:"awakening" NNS:"awakenings"
NN:"award" NNS:"awards"
NN:"awareness" NNS:"-"
NN:"awe" NNS:"-"
NN:"awkwardness" NNS:"-"
NN:"awl" NNS:"awls"
NN:"awning" NNS:"awnings"
NN:"ax" NNS:"axes"
NN:"axe" NNS:"axes"
NN:"axiom" NNS:"axioms"
NN:"axis" NNS:"axes"
NN:"axle" NNS:"axles"
NN:"ayah" NNS:"ayahs"
NN:"azalea" NNS:"azaleas"
NN:"azimuth" NNS:"azimuths"
NN:"azure" NNS:"azures"
NN:"b" NNS:"-"
NN:"b^ete noire" NNS:"b^etes noires"
NN:"baa" NNS:"baas"
NN:"baa-lamb" NNS:"baa-lambs"
NN:"baas" NNS:"-"
NN:"babble" NNS:"-"
NN:"babbler" NNS:"babblers"
NN:"babe" NNS:"babes"
NN:"babel" NNS:"babels"
NN:"baboo" NNS:"baboos"
NN:"baboon" NNS:"baboons"
NN:"babu" NNS:"babus"
NN:"baby" NNS:"babies"
NN:"baby-farmer" NNS:"baby-farmers"
NN:"baby-minder" NNS:"baby-minders"
NN:"baby-talk" NNS:"-"
NN:"babyhood" NNS:"-"
NN:"babysitter" NNS:"babysitters"
NN:"babysitting" NNS:"-"
NN:"baccalaureate" NNS:"baccalaureates"
NN:"baccarat" NNS:"-"
NN:"bacchanal" NNS:"bacchanals"
NN:"baccy" NNS:"-"
NN:"bachelor" NNS:"bachelors"
NN:"bacillus" NNS:"bacilli"
NN:"back" NNS:"backs"
NN:"back-down" NNS:"back-downs"
NN:"back-formation" NNS:"back-formations"
NN:"back-up" NNS:"back-ups"
NN:"backache" NNS:"backaches"
NN:"backband" NNS:"backbands"
NN:"backbench" NNS:"backbenches"
NN:"backbencher" NNS:"backbenchers"
NN:"backbiter" NNS:"backbiters"
NN:"backboard" NNS:"backboards"
NN:"backbone" NNS:"backbones"
NN:"backchat" NNS:"-"
NN:"backcloth" NNS:"backcloths"
NN:"backdoor" NNS:"backdoors"
NN:"backdrop" NNS:"backdrops"
NN:"backer" NNS:"backers"
NN:"backfire" NNS:"backfires"
NN:"backgammon" NNS:"-"
NN:"background" NNS:"backgrounds"
NN:"backing" NNS:"backings"
NN:"backlash" NNS:"-"
NN:"backlog" NNS:"backlogs"
NN:"backroom" NNS:"backrooms"
NN:"backscratcher" NNS:"backscratchers"
NN:"backseat" NNS:"backseats"
NN:"backsheesh" NNS:"backsheesh"
NN:"backside" NNS:"backsides"
NN:"backstroke" NNS:"backstrokes"
NN:"backsword" NNS:"backswords"
NN:"backtalk" NNS:"-"
NN:"backwash" NNS:"-"
NN:"backwater" NNS:"backwaters"
NN:"backwoodsman" NNS:"backwoodsmen"
NN:"bacon" NNS:"-"
NN:"bacteriologist" NNS:"bacteriologists"
NN:"bacteriology" NNS:"-"
NN:"bacterium" NNS:"bacteria"
NN:"bad" NNS:"-"
NN:"badge" NNS:"badges"
NN:"badger" NNS:"badgers"
NN:"badinage" NNS:"-"
NN:"badminton" NNS:"-"
NN:"badness" NNS:"-"
NN:"baffle" NNS:"baffles"
NN:"bag" NNS:"bags"
NN:"bagatelle" NNS:"bagatelles"
NN:"baggage" NNS:"-"
NN:"bagnio" NNS:"bagnios"
NN:"bagpipe" NNS:"bagpipes"
NN:"bail" NNS:"bails"
NN:"bailee" NNS:"bailees"
NN:"bailey" NNS:"baileys"
NN:"bailiff" NNS:"bailiffs"
NN:"bailment" NNS:"bailments"
NN:"bailor" NNS:"bailors"
NN:"bairn" NNS:"bairns"
NN:"bait" NNS:"baits"
NN:"baize" NNS:"-"
NN:"bakelite" NNS:"-"
NN:"baker" NNS:"bakers"
NN:"bakery" NNS:"bakeries"
NN:"baking-powder" NNS:"baking-powders"
NN:"baksheesh" NNS:"baksheesh"
NN:"balaclava" NNS:"balaclavas"
NN:"balalaika" NNS:"balalaikas"
NN:"balance" NNS:"balances"
NN:"balance-sheet" NNS:"balance-sheets"
NN:"balance-wheel" NNS:"balance-wheels"
NN:"balcony" NNS:"balconies"
NN:"bald-head" NNS:"bald-heads"
NN:"bald-pate" NNS:"bald-pates"
NN:"balderdash" NNS:"-"
NN:"baldness" NNS:"-"
NN:"baldric" NNS:"baldrics"
NN:"bale" NNS:"bales"
NN:"balk" NNS:"balks"
NN:"ball" NNS:"balls"
NN:"ball-cartridge" NNS:"ball-cartridges"
NN:"ball-dress" NNS:"ball-dresses"
NN:"ballad" NNS:"ballads"
NN:"ballade" NNS:"ballades"
NN:"ballast" NNS:"-"
NN:"ballbearing" NNS:"ballbearings"
NN:"ballcock" NNS:"ballcocks"
NN:"ballerina" NNS:"ballerinas"
NN:"ballet" NNS:"ballets"
NN:"ballet-dancer" NNS:"ballet-dancers"
NN:"ballet-skirt" NNS:"ballet-skirts"
NN:"ballistics" NNS:"ballistics"
NN:"ballock" NNS:"ballocks"
NN:"balloon" NNS:"balloons"
NN:"balloonist" NNS:"balloonists"
NN:"ballot" NNS:"ballots"
NN:"ballot-box" NNS:"ballot-boxes"
NN:"ballpen" NNS:"ballpens"
NN:"ballpoint" NNS:"ballpoints"
NN:"ballpoint-pen" NNS:"ballpoint-pens"
NN:"ballroom" NNS:"ballrooms"
NN:"balls-up" NNS:"balls-ups"
NN:"ballyhoo" NNS:"-"
NN:"balm" NNS:"-"
NN:"baloney" NNS:"-"
NN:"balsa" NNS:"balsas"
NN:"balsam" NNS:"balsams"
NN:"baluster" NNS:"balusters"
NN:"balustrade" NNS:"balustrades"
NN:"bambino" NNS:"bambinos"
NN:"bamboo" NNS:"bamboos"
NN:"ban" NNS:"bans"
NN:"banality" NNS:"banalities"
NN:"banana" NNS:"bananas"
NN:"band" NNS:"bands"
NN:"band-saw" NNS:"band-saws"
NN:"bandage" NNS:"bandages"
NN:"bandanna" NNS:"bandannas"
NN:"bandbox" NNS:"bandboxes"
NN:"bandeau" NNS:"bandeaux"
NN:"bandit" NNS:"bandits"
NN:"banditry" NNS:"-"
NN:"bandleader" NNS:"bandleaders"
NN:"bandmaster" NNS:"bandmasters"
NN:"bandoleer" NNS:"bandoleers"
NN:"bandolier" NNS:"bandoliers"
NN:"bandsman" NNS:"bandsmen"
NN:"bandstand" NNS:"bandstands"
NN:"bandwagon" NNS:"bandwagons"
NN:"bane" NNS:"-"
NN:"bang" NNS:"bangs"
NN:"banger" NNS:"bangers"
NN:"bangle" NNS:"bangles"
NN:"banian" NNS:"banians"
NN:"banian-tree" NNS:"banian-trees"
NN:"banishment" NNS:"-"
NN:"banister" NNS:"banisters"
NN:"banjo" NNS:"banjos"
NN:"bank" NNS:"banks"
NN:"bank-bill" NNS:"bank-bills"
NN:"bank-book" NNS:"bank-books"
NN:"bank-draft" NNS:"bank-drafts"
NN:"bank-rate" NNS:"bank-rates"
NN:"banker" NNS:"bankers"
NN:"banking" NNS:"-"
NN:"banknote" NNS:"banknotes"
NN:"bankroll" NNS:"bankrolls"
NN:"bankrupt" NNS:"bankrupts"
NN:"bankruptcy" NNS:"bankruptcies"
NN:"banner" NNS:"banners"
NN:"banning-order" NNS:"banning-orders"
NN:"bannister" NNS:"bannisters"
NN:"bannock" NNS:"bannocks"
NN:"banquet" NNS:"banquets"
NN:"banshee" NNS:"banshees"
NN:"bantam" NNS:"bantams"
NN:"banter" NNS:"-"
NN:"banting" NNS:"-"
NN:"banyan" NNS:"banyans"
NN:"baobab" NNS:"baobabs"
NN:"baptism" NNS:"baptisms"
NN:"bar" NNS:"bars"
NN:"barb" NNS:"barbs"
NN:"barbarian" NNS:"barbarians"
NN:"barbarism" NNS:"barbarisms"
NN:"barbarity" NNS:"barbarities"
NN:"barbecue" NNS:"barbecues"
NN:"barbel" NNS:"barbels"
NN:"barber" NNS:"barbers"
NN:"barbican" NNS:"barbicans"
NN:"barbitone" NNS:"-"
NN:"barbiturate" NNS:"barbiturates"
NN:"barcarole" NNS:"barcaroles"
NN:"barcarolle" NNS:"barcarolles"
NN:"bard" NNS:"bards"
NN:"bardolatry" NNS:"-"
NN:"bareness" NNS:"-"
NN:"bargain" NNS:"bargains"
NN:"barge" NNS:"barges"
NN:"bargee" NNS:"bargees"
NN:"bargepole" NNS:"bargepoles"
NN:"baritone" NNS:"baritones"
NN:"barium" NNS:"-"
NN:"bark" NNS:"barks"
NN:"barker" NNS:"barkers"
NN:"barley" NNS:"-"
NN:"barley-sugar" NNS:"barley-sugars"
NN:"barley-water" NNS:"-"
NN:"barleycorn" NNS:"barleycorns"
NN:"barm" NNS:"-"
NN:"barmaid" NNS:"barmaids"
NN:"barman" NNS:"barmen"
NN:"barn" NNS:"barns"
NN:"barn-door" NNS:"barn-doors"
NN:"barnacle" NNS:"barnacles"
NN:"barnstormer" NNS:"barnstormers"
NN:"barnyard" NNS:"barnyards"
NN:"barometer" NNS:"barometers"
NN:"baron" NNS:"barons"
NN:"baronage" NNS:"baronages"
NN:"baroness" NNS:"baronesses"
NN:"baronet" NNS:"baronets"
NN:"baronetcy" NNS:"baronetcies"
NN:"barony" NNS:"baronies"
NN:"baroque" NNS:"-"
NN:"barouche" NNS:"barouches"
NN:"barque" NNS:"barques"
NN:"barrack" NNS:"barracks"
NN:"barracking" NNS:"-"
NN:"barracuda" NNS:"barracudas"
NN:"barrage" NNS:"barrages"
NN:"barrel" NNS:"barrels"
NN:"barrenness" NNS:"-"
NN:"barricade" NNS:"barricades"
NN:"barrier" NNS:"barriers"
NN:"barrister" NNS:"barristers"
NN:"barrow" NNS:"barrows"
NN:"barrow-boy" NNS:"barrow-boys"
NN:"barrow-man" NNS:"barrow-men"
NN:"bartender" NNS:"bartenders"
NN:"barter" NNS:"-"
NN:"barterer" NNS:"barterers"
NN:"bas-relief" NNS:"bas-reliefs"
NN:"basalt" NNS:"-"
NN:"bascule" NNS:"bascules"
NN:"base" NNS:"bases"
NN:"baseball" NNS:"baseballs"
NN:"baseboard" NNS:"baseboards"
NN:"basement" NNS:"basements"
NN:"bash" NNS:"bashes"
NN:"basil" NNS:"-"
NN:"basilica" NNS:"basilicas"
NN:"basilisk" NNS:"basilisks"
NN:"basin" NNS:"basins"
NN:"basis" NNS:"bases"
NN:"basket" NNS:"baskets"
NN:"basketball" NNS:"basketballs"
NN:"basketry" NNS:"-"
NN:"bass" NNS:"bass"
NN:"bass" NNS:"basses"
NN:"bassinet" NNS:"bassinets"
NN:"bassoon" NNS:"bassoons"
NN:"bast" NNS:"-"
NN:"bastard" NNS:"bastards"
NN:"bastardy" NNS:"bastardies"
NN:"bastinado" NNS:"-"
NN:"bastion" NNS:"bastions"
NN:"bat" NNS:"bats"
NN:"batch" NNS:"batches"
NN:"bath" NNS:"baths"
NN:"bathe" NNS:"bathes"
NN:"bather" NNS:"bathers"
NN:"bathing" NNS:"bathings"
NN:"bathing-cap" NNS:"bathing-caps"
NN:"bathing-costume" NNS:"bathing-costumes"
NN:"bathing-machine" NNS:"bathing-machines"
NN:"bathing-suit" NNS:"bathing-suits"
NN:"bathos" NNS:"-"
NN:"bathrobe" NNS:"bathrobes"
NN:"bathroom" NNS:"bathrooms"
NN:"bathtub" NNS:"bathtubs"
NN:"bathysphere" NNS:"bathyspheres"
NN:"batik" NNS:"batiks"
NN:"batiste" NNS:"-"
NN:"batman" NNS:"batmen"
NN:"baton" NNS:"batons"
NN:"batsman" NNS:"batsmen"
NN:"battalion" NNS:"battalions"
NN:"batten" NNS:"battens"
NN:"batter" NNS:"-"
NN:"battery" NNS:"batteries"
NN:"batting" NNS:"-"
NN:"battle" NNS:"battles"
NN:"battle-axe" NNS:"battle-axes"
NN:"battle-cruiser" NNS:"battle-cruisers"
NN:"battledore" NNS:"battledores"
NN:"battledress" NNS:"-"
NN:"battlefield" NNS:"battlefields"
NN:"battleground" NNS:"battlegrounds"
NN:"battleship" NNS:"battleships"
NN:"battue" NNS:"battues"
NN:"bauble" NNS:"baubles"
NN:"baulk" NNS:"baulks"
NN:"bauxite" NNS:"-"
NN:"bawbee" NNS:"bawbees"
NN:"bawd" NNS:"bawds"
NN:"bawdy" NNS:"-"
NN:"bay" NNS:"bays"
NN:"bay-wreath" NNS:"bay-wreaths"
NN:"bayonet" NNS:"bayonets"
NN:"bayou" NNS:"bayous"
NN:"bazaar" NNS:"bazaars"
NN:"bazooka" NNS:"bazookas"
NN:"beach" NNS:"beaches"
NN:"beachcomber" NNS:"beachcombers"
NN:"beachhead" NNS:"beachheads"
NN:"beachwear" NNS:"-"
NN:"beacon" NNS:"beacons"
NN:"beacon-fire" NNS:"beacon-fires"
NN:"beacon-light" NNS:"beacon-lights"
NN:"bead" NNS:"beads"
NN:"beading" NNS:"-"
NN:"beadle" NNS:"beadles"
NN:"beagle" NNS:"beagles"
NN:"beagling" NNS:"-"
NN:"beak" NNS:"beaks"
NN:"beaker" NNS:"beakers"
NN:"beam" NNS:"beams"
NN:"bean" NNS:"beans"
NN:"beanfeast" NNS:"beanfeasts"
NN:"beano" NNS:"beanos"
NN:"beanstalk" NNS:"beanstalks"
NN:"bear" NNS:"bears"
NN:"beard" NNS:"beards"
NN:"bearer" NNS:"bearers"
NN:"bearing" NNS:"bearings"
NN:"bearskin" NNS:"bearskins"
NN:"beast" NNS:"beasts"
NN:"beastliness" NNS:"-"
NN:"beat" NNS:"beats"
NN:"beater" NNS:"beaters"
NN:"beatification" NNS:"beatifications"
NN:"beating" NNS:"beatings"
NN:"beatitude" NNS:"beatitudes"
NN:"beatnik" NNS:"beatniks"
NN:"beau" NNS:"beaux"
NN:"beautician" NNS:"beauticians"
NN:"beauty" NNS:"beauties"
NN:"beauty-parlour" NNS:"beauty-parlours"
NN:"beauty-salon" NNS:"beauty-salons"
NN:"beauty-sleep" NNS:"-"
NN:"beauty-spot" NNS:"beauty-spots"
NN:"beaver" NNS:"beavers"
NN:"beck" NNS:"becks"
NN:"bed" NNS:"beds"
NN:"bedbug" NNS:"bedbugs"
NN:"bedding" NNS:"-"
NN:"bedevilment" NNS:"bedevilments"
NN:"bedfellow" NNS:"bedfellows"
NN:"bedlam" NNS:"bedlams"
NN:"bedpan" NNS:"bedpans"
